,Name,Party,GE,Constituency,Margin,election_type,election_year
847,"LAU Por Tuck, Peter",People's Action Party,CC 1957,Geylang West,79.1%,CC,1957
848,"LAU Por Tuck, Peter",People's Action Party,GE 1959,Havelock,63.6%,GE,1959
849,"LAU Por Tuck, Peter",Barisan Sosialis,GE 1963,Kreta Ayer,29.6%,GE,1963
850,LAU Sai Seng,Liberal Socialist Party,GE 1959,Sembawang,11.7%,GE,1959
851,LAU Ping Sum (Pearce),People's Action Party,GE 1980,Yio Chu Kang,87.5%,GE,1980
852,LAU Ping Sum (Pearce),People's Action Party,GE 1984,Yio Chu Kang,76.7%,GE,1984
853,LAU Ping Sum (Pearce),People's Action Party,GE 1988,Yio Chu Kang,73.7%,GE,1988
854,LAU Ping Sum (Pearce),People's Action Party,GE 1991,Ang Mo Kio GRC,Uncontested,GE,1991
855,LAU Teik Soon,People's Action Party,GE 1976,Serangoon Gardens,68.7%,GE,1976
856,LAU Teik Soon,People's Action Party,GE 1980,Serangoon Gardens,Uncontested,GE,1980
857,LAU Teik Soon,People's Action Party,GE 1984,Serangoon Gardens,Uncontested,GE,1984
858,LAU Teik Soon,People's Action Party,GE 1988,Serangoon Gardens,74.2%,GE,1988
859,LAU Teik Soon,People's Action Party,GE 1991,Thomson GRC,Uncontested,GE,1991
860,LAU Tok Keong,United People's Party,GE 1963,Crawford,10.0%,GE,1963
861,LAW Kim Hwee,Singapore People's Party,GE 2015,Bishan-Toa Payoh GRC,26.4%,GE,2015
862,"LAYCOCK, Amy",Progressive Party,MC Apr 1949,East,22.8%,MC Apr,1949
863,"LAYCOCK, Amy",Progressive Party,MC Dec 1949,East,64.4%,MC Dec,1949
864,"LAYCOCK, Amy",Progressive Party,CC 1952,East,38.0%,CC,1952
865,"LAYCOCK, Christopher John[1887 - 4 Dec 1960]",Progressive Party,GE 1948,Municipal North-East,20.3%,GE,1948
866,"LAYCOCK, Christopher John[1887 - 4 Dec 1960]",Progressive Party,GE 1951,Katong,64.2%,GE,1951
867,"LAYCOCK, Christopher John[1887 - 4 Dec 1960]",Progressive Party,GE 1955,Katong,28.9%,GE,1955
868,"LAZAROUS, Anthony Rebeiro",Labour Party,CC 1951,North,33.3%,CC,1951
869,"LAZAROUS, Anthony Rebeiro",Labour Party,CC 1952,North,58.2%,CC,1952
870,"LAZAROUS, Anthony Rebeiro",Labour Front,GE 1955,Farrer Park,38.5%,GE,1955
871,LEE Ah Seong,Singapore Alliance,GE 1963,Cairnhill,12.6%,GE,1963
872,LEE Bah Chee,Liberal Socialist Party,CC 1957,Tiong Bahru,52.0%,CC,1957
873,LEE Bah Chee,Liberal Socialist Party,GE 1959,Tiong Bahru,9.2%,GE,1959
874,LEE Bee Wah,People's Action Party,GE 2006,Ang Mo Kio GRC,66.1%,GE,2006
875,LEE Bee Wah,People's Action Party,GE 2011,Nee Soon GRC,58.4%,GE,2011
876,LEE Bee Wah,People's Action Party,GE 2015,Nee Soon GRC,66.8%,GE,2015
877,LEE Boon Yang,People's Action Party,GE 1984,Jalan Besar,64.4%,GE,1984
878,LEE Boon Yang,People's Action Party,GE 1988,Jalan Besar GRC,62.7%,GE,1988
879,LEE Boon Yang,People's Action Party,GE 1991,Jalan Besar GRC,Uncontested,GE,1991
880,LEE Boon Yang,People's Action Party,GE 1997,Jalan Besar GRC,67.6%,GE,1997
881,LEE Boon Yang,People's Action Party,GE 2001,Jalan Besar GRC,74.5%,GE,2001
882,LEE Boon Yang,People's Action Party,GE 2006,Jalan Besar GRC,69.3%,GE,2006
883,LEE Chee Seng,Liberal Socialist Party,CC 1957,Jalan Besar,36.2%,CC,1957
884,LEE Chiaw Meng[28 Feb 1937 - 23 May 2001],People's Action Party,GE 1968,Farrer Park,84.9%,GE,1968
885,LEE Chiaw Meng[28 Feb 1937 - 23 May 2001],People's Action Party,GE 1972,Farrer Park,73.8%,GE,1972
886,LEE Chiaw Meng[28 Feb 1937 - 23 May 2001],People's Action Party,GE 1976,Farrer Park,Uncontested,GE,1976
887,LEE Chiaw Meng[28 Feb 1937 - 23 May 2001],People's Action Party,GE 1980,Tanah Merah,Uncontested,GE,1980
888,LEE Chin Siang,Barisan Sosialis,GE 1963,Farrer Park,27.2%,GE,1963
889,LEE Chin Teck,Singapore United Front,GE 1984,Bedok,31.1%,GE,1984
890,LEE Choon Eng,Labour Party,CC 1951,West,54.0%,CC,1951
891,LEE Choon Eng,Labour Front,GE 1955,Queenstown,67.3%,GE,1955
892,LEE Choon Eng,Independent,GE 1959,Bukit Merah,10.7%,GE,1959
893,LEE Ek Chong,Barisan Sosialis,GE 1963,Queenstown,36.1%,GE,1963
894,"LEE Geck Hoon, Ellen",People's Action Party,GE 2006,Sembawang GRC,76.7%,GE,2006
895,"LEE Geck Hoon, Ellen",People's Action Party,GE 2011,Sembawang GRC,63.9%,GE,2011
896,"LEE Hock Huat, Lineker",Singapore Democratic Alliance,GE 2006,Pasir Ris-Punggol GRC,31.3%,GE,2006
897,LEE Ho Kee,Liberal Socialist Party,CC 1957,Kreta Ayer,13.2%,CC,1957
898,LEE Hong Chuang,People's Action Party,GE 2015,Hougang,42.3%,GE,2015
899,LEE Hsien Loong,People's Action Party,GE 1984,Teck Ghee,80.4%,GE,1984
900,LEE Hsien Loong,People's Action Party,GE 1988,Teck Ghee,79.1%,GE,1988
901,LEE Hsien Loong,People's Action Party,GE 1991,Ang Mo Kio GRC,Uncontested,GE,1991
902,LEE Hsien Loong,People's Action Party,GE 1997,Ang Mo Kio GRC,Uncontested,GE,1997
903,LEE Hsien Loong,People's Action Party,GE 2001,Ang Mo Kio GRC,Uncontested,GE,2001
904,LEE Hsien Loong,People's Action Party,GE 2006,Ang Mo Kio GRC,66.1%,GE,2006
905,LEE Hsien Loong,People's Action Party,GE 2011,Ang Mo Kio GRC,69.3%,GE,2011
906,LEE Hsien Loong,People's Action Party,GE 2015,Ang Mo Kio GRC,78.6%,GE,2015
907,LEE Hwee Yiow,Labour Front,CC 1957,Havelock,54.5%,CC,1957
908,LEE Jiak Seck (Joseph),United People's Party,GE 1963,Punggol,10.0%,GE,1963
909,"LEE Juen, Michelle",Singapore Democratic Party,GE 2011,Holland-Bukit Timah GRC,39.9%,GE,2011
910,LEE Kah Chit (Richard),United National Front,GE 1972,Tiong Bahru,5.6%,GE,1972
911,LEE Khee Loong,Singapore Alliance,GE 1963,Queenstown,5.2%,GE,1963
912,LEE Khoon Choy[24 Jan 1924 - 27 Feb 2016],People's Action Party,GE 1959,Bukit Panjang,58.3%,GE,1959
913,LEE Khoon Choy[24 Jan 1924 - 27 Feb 2016],People's Action Party,GE 1963,Bukit Panjang,40.4%,GE,1963
914,LEE Khoon Choy[24 Jan 1924 - 27 Feb 2016],People's Action Party,BE 1965,Hong Lim,59.5%,BE,1965
915,LEE Khoon Choy[24 Jan 1924 - 27 Feb 2016],People's Action Party,GE 1968,Hong Lim,Uncontested,GE,1968
916,LEE Khoon Choy[24 Jan 1924 - 27 Feb 2016],People's Action Party,GE 1972,Hong Lim,73.8%,GE,1972
917,LEE Khoon Choy[24 Jan 1924 - 27 Feb 2016],People's Action Party,GE 1976,Braddell Heights,Uncontested,GE,1976
918,LEE Khoon Choy[24 Jan 1924 - 27 Feb 2016],People's Action Party,GE 1980,Braddell Heights,Uncontested,GE,1980
919,LEE Kim Chuan,Independent,GE 1959,Queenstown,8.3%,GE,1959
920,LEE Kim Chuan,Singapore Alliance,GE 1963,Mountbatten,11.8%,GE,1963
921,LEE Kip Hiang,Liberal Socialist Party,CC 1957,Geylang East,35.1%,CC,1957
922,LEE Kok Liang,Democratic Party,GE 1955,Whampoa,14.4%,GE,1955
923,LEE Kok Liang,Liberal Socialist Party,CC 1957,Hong Lim,17.1%,CC,1957
924,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 1955,Tanjong Pagar,78.3%,GE,1955
925,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,BE 1957,Tanjong Pagar,68.1%,BE,1957
926,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 1959,Tanjong Pagar,71.0%,GE,1959
927,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 1963,Tanjong Pagar,58.9%,GE,1963
928,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 1968,Tanjong Pagar,94.3%,GE,1968
929,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 1972,Tanjong Pagar,84.1%,GE,1972
930,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 1976,Tanjong Pagar,89.0%,GE,1976
931,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 1980,Tanjong Pagar,92.7%,GE,1980
932,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 1984,Tanjong Pagar,Uncontested,GE,1984
933,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 1988,Tanjong Pagar,81.6%,GE,1988
934,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 1991,Tanjong Pagar GRC,Uncontested,GE,1991
935,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 1997,Tanjong Pagar GRC,Uncontested,GE,1997
936,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 2001,Tanjong Pagar GRC,Uncontested,GE,2001
937,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 2006,Tanjong Pagar GRC,Uncontested,GE,2006
938,LEE Kuan Yew (Harry)[16 Sep 1923 - 23 Mar 2015],People's Action Party,GE 2011,Tanjong Pagar GRC,Uncontested,GE,2011
939,LEE Li Lian,Workers' Party,GE 2011,Punggol East,41.0%,GE,2011
940,LEE Li Lian,Workers' Party,BE 2013,Punggol East,54.5%,BE,2013
941,LEE Li Lian,Workers' Party,GE 2015,Punggol East,48.2%,GE,2015
942,LEE Mun Hung,United People's Front,GE 1980,Tanjong Pagar,2.9%,GE,1980
943,LEE Mun Hung,Independent,GE 1984,Kreta Ayer,16.8%,GE,1984
944,LEE Nai Choo,Independent,GE 1976,Moulmein,3.8%,GE,1976
945,LEE Poh Chee,Singapore People's Alliance,GE 1959,Toa Payoh,22.3%,GE,1959
946,LEE Siew Choh[1 Nov 1917 - 18 Jul 2002],People's Action Party,GE 1959,Queenstown,53.8%,GE,1959
947,LEE Siew Choh[1 Nov 1917 - 18 Jul 2002],Barisan Sosialis,GE 1963,Rochore,44.7%,GE,1963
948,LEE Siew Choh[1 Nov 1917 - 18 Jul 2002],Barisan Sosialis,GE 1972,Rochore,39.6%,GE,1972
949,LEE Siew Choh[1 Nov 1917 - 18 Jul 2002],Barisan Sosialis,GE 1976,Rochore,34.5%,GE,1976
950,LEE Siew Choh[1 Nov 1917 - 18 Jul 2002],Barisan Sosialis,BE 1977,Bukit Merah,27.8%,BE,1977
951,LEE Siew Choh[1 Nov 1917 - 18 Jul 2002],Barisan Sosialis,GE 1980,Boon Teck,31.9%,GE,1980
952,LEE Siew Choh[1 Nov 1917 - 18 Jul 2002],Barisan Sosialis,GE 1984,Boon Teck,43.8%,GE,1984
953,LEE Siew Choh[1 Nov 1917 - 18 Jul 2002],Workers' Party,GE 1988,Eunos GRC,49.1%,GE,1988
954,LEE Siew Choh[1 Nov 1917 - 18 Jul 2002],Workers' Party,GE 1991,Eunos GRC,47.6%,GE,1991
955,LEE Song Juan (Patrick),Singapore Democratic Alliance,GE 2011,Pasir Ris-Punggol GRC,35.2%,GE,2011
956,LEE Teck Him,People's Action Party,GE 1959,Tiong Bahru,47.7%,GE,1959
957,LEE Teck Him,People's Action Party,GE 1963,Tiong Bahru,48.2%,GE,1963
958,LEE Teck Him,People's Action Party,GE 1968,Ulu Pandan,Uncontested,GE,1968
959,LEE Tee Tong,Barisan Sosialis,GE 1963,Bukit Timah,52.4%,GE,1963
960,LEE Thiam Chuan,Liberal Socialist Party,CC 1957,Crawford,18.8%,CC,1957
961,"LEE Ti Seng, Desmond",People's Action Party,GE 2011,Jurong GRC,67.0%,GE,2011
962,"LEE Ti Seng, Desmond",People's Action Party,GE 2015,Jurong GRC,79.3%,GE,2015
963,LEE Tow Kiat,Workers' Party,GE 1972,MacPherson,31.2%,GE,1972
964,LEE Tze Shih (Augustin),People's Power Party,GE 2015,Chua Chu Kang GRC,23.1%,GE,2015
965,LEE Wai Leng,Workers' Party,GE 2006,Ang Mo Kio GRC,33.9%,GE,2006
966,"LEE Wei Rhen, Warren",People's Action Party,GE 2001,Sembawang GRC,Uncontested,GE,2001
967,LEE Yeong Wee (Jimmy),Singapore People's Party,GE 2011,Bishan-Toa Payoh GRC,43.1%,GE,2011
968,LEE Yew Seng,Independent,GE 1959,Bukit Timah,14.5%,GE,1959
969,LEE Yiok Seng,People's Action Party,GE 1972,Bukit Panjang,67.6%,GE,1972
970,LEE Yiok Seng,People's Action Party,GE 1976,Bukit Panjang,67.4%,GE,1976
971,LEE Yiok Seng,People's Action Party,GE 1980,Bukit Panjang,87.0%,GE,1980
972,LEE Yiok Seng,People's Action Party,GE 1984,Bukit Panjang,Uncontested,GE,1984
973,LEE Yiok Seng,People's Action Party,GE 1988,Bukit Panjang,57.3%,GE,1988
974,LEE Yiok Seng,People's Action Party,GE 1991,Sembawang GRC,Uncontested,GE,1991
975,LEE Yi Shyan,People's Action Party,GE 2006,East Coast GRC,63.9%,GE,2006
976,LEE Yi Shyan,People's Action Party,GE 2011,East Coast GRC,54.8%,GE,2011
977,LEE Yi Shyan,People's Action Party,GE 2015,East Coast GRC,60.7%,GE,2015
978,LEE Yock Suan,People's Action Party,GE 1980,Cheng San,75.9%,GE,1980
979,LEE Yock Suan,People's Action Party,GE 1984,Cheng San,Uncontested,GE,1984
980,LEE Yock Suan,People's Action Party,GE 1988,Cheng San GRC,Uncontested,GE,1988
981,LEE Yock Suan,People's Action Party,GE 1991,Cheng San GRC,64.1%,GE,1991
982,LEE Yock Suan,People's Action Party,GE 1997,Cheng San GRC,54.8%,GE,1997
983,LEE Yock Suan,People's Action Party,GE 2001,East Coast GRC,Uncontested,GE,2001
984,LEE Yong Min,Labour Party,MC 1950,East,29.4%,MC,1950
985,LEE Yong Min,Labour Party,CC 1951,East,25.4%,CC,1951
986,LEE Yong Min,Labour Party,CC 1952,East,18.0%,CC,1952
987,LEE Yong Min,Labour Party,GE 1955,Geylang,19.8%,GE,1955
988,LEK Poh Song,Independent,GE 1955,Seletar,29.3%,GE,1955
989,LEO Keng Fong,People's Action Party,GE 1963,Thomson,39.5%,GE,1963
990,"LEON-SOH, Felice",Liberal Socialist Party,CC 1957,Mountbatten,55.9%,CC,1957
991,"LEON-SOH, Felice",Katong United Residents' Association,GE 1959,Mountbatten,15.1%,GE,1959
992,"LEON-SOH, Felice",Independent,GE 1963,Mountbatten,6.7%,GE,1963
993,LEONG Foon Chew,Democratic Party,GE 1955,Pasir Panjang,8.0%,GE,1955
994,"LEONG, Henry",Labour Front,CC 1957,Kallang,22.8%,CC,1957
995,LEONG Horn Kee,People's Action Party,GE 1984,Thomson,Uncontested,GE,1984
996,LEONG Horn Kee,People's Action Party,GE 1988,Thomson,67.0%,GE,1988
997,LEONG Horn Kee,People's Action Party,GE 1991,Thomson GRC,Uncontested,GE,1991
998,LEONG Horn Kee,People's Action Party,GE 1997,Bishan-Toa Payoh GRC,Uncontested,GE,1997
999,LEONG Horn Kee,People's Action Party,GE 2001,Bishan-Toa Payoh GRC,Uncontested,GE,2001
1000,LEONG Keng Seng,People's Action Party,GE 1959,Serangoon Gardens,48.9%,GE,1959
1001,LEONG Keng Seng,Barisan Sosialis,GE 1963,Joo Chiat,26.5%,GE,1963
1002,LEONG Kwan Fai,Barisan Sosialis,GE 1963,Bras Basah,40.3%,GE,1963
1003,LEONG Mun Kwai,People's Front,GE 1972,Tanjong Pagar,15.9%,GE,1972
1004,LEONG Poh Seng,Liberal Socialist Party,CC 1957,Queenstown,25.0%,CC,1957
1005,"LEONG Siew Choong, Patrick",Independent,GE 1988,Teck Ghee,20.9%,GE,1988
1006,"LEONG Siew Choong, Patrick",Independent,GE 1991,Bukit Merah,1.6%,GE,1991
1007,LEONG Yew Thong,United Front,GE 1980,Kampong Chai Chee,18.8%,GE,1980
1008,LER Chin Tee,United People's Party,GE 1963,Ulu Pandan,13.0%,GE,1963
1009,"LEUNG Wei Lit, Wilfred",Singapore People's Party,GE 2011,Bishan-Toa Payoh GRC,43.1%,GE,2011
1010,LEW Ban Huat,United National Front,GE 1972,Queenstown,4.4%,GE,1972
1011,LEW Syn Pau,People's Action Party,GE 1988,Tanglin,Uncontested,GE,1988
1012,LEW Syn Pau,People's Action Party,GE 1991,Tanglin,68.5%,GE,1991
1013,LEW Syn Pau,People's Action Party,GE 1997,Kreta Ayer-Tanglin GRC,Uncontested,GE,1997
1014,LEYU Tan Jib,United National Front,GE 1972,Bukit Panjang,7.5%,GE,1972
1015,LIAM Tian Seng,United People's Party,GE 1963,Tampines,17.2%,GE,1963
1016,LIAN Chin Way,Workers' Party,GE 2006,Nee Soon Central,34.6%,GE,2006
1017,LIANG Eng Hwa,People's Action Party,GE 2006,Holland-Bukit Timah GRC,Uncontested,GE,2006
1018,LIANG Eng Hwa,People's Action Party,GE 2011,Holland-Bukit Timah GRC,60.1%,GE,2011
1019,LIANG Eng Hwa,People's Action Party,GE 2015,Holland-Bukit Timah GRC,66.6%,GE,2015
1020,"LIAO Ping, Thomas",Malayan Chinese Association,GE 1959,Serangoon Gardens,10.9%,GE,1959
1021,LIEW Kok Pun (Michael),People's Action Party,GE 1980,Boon Teck,68.1%,GE,1980
1022,LIM Ah Lee,Liberal Socialist Party,GE 1959,Delta,17.2%,GE,1959
1023,LIM Ah Yong (Peter),Singapore Democratic Party,GE 1984,Yuhua,38.6%,GE,1984
1024,LIM Ah Yong (Peter),National Solidarity Party,GE 1988,Tampines GRC,39.0%,GE,1988
1025,LIM Ang Chuan,Barisan Sosialis,GE 1963,Cairnhill,21.0%,GE,1963
1026,"LIM Bak Chuan, Desmond",Singapore Democratic Alliance,GE 2001,Jalan Besar GRC,25.5%,GE,2001
1027,"LIM Bak Chuan, Desmond",Singapore Democratic Alliance,GE 2006,Pasir Ris-Punggol GRC,31.3%,GE,2006
1028,"LIM Bak Chuan, Desmond",Singapore Democratic Alliance,GE 2011,Punggol East,4.5%,GE,2011
1029,"LIM Bak Chuan, Desmond",Singapore Democratic Alliance,BE 2013,Punggol East,0.6%,BE,2013
1030,"LIM Bak Chuan, Desmond",Singapore Democratic Alliance,GE 2015,Pasir Ris-Punggol GRC,27.1%,GE,2015
1031,LIM Biow Chuan,People's Action Party,GE 2006,Marine Parade GRC,Uncontested,GE,2006
1032,LIM Biow Chuan,People's Action Party,GE 2011,Mountbatten,58.6%,GE,2011
1033,LIM Biow Chuan,People's Action Party,GE 2015,Mountbatten,71.9%,GE,2015
1034,LIM Boon Heng,People's Action Party,GE 1980,Kebun Baru,82.8%,GE,1980
1035,LIM Boon Heng,People's Action Party,GE 1984,Kebun Baru,75.8%,GE,1984
1036,LIM Boon Heng,People's Action Party,GE 1988,Kebun Baru,75.4%,GE,1988
1037,LIM Boon Heng,People's Action Party,GE 1991,Ulu Pandan,56.4%,GE,1991
1038,LIM Boon Heng,People's Action Party,GE 1997,Bukit Timah GRC,Uncontested,GE,1997
1039,LIM Boon Heng,People's Action Party,GE 2001,Jurong GRC,79.8%,GE,2001
1040,LIM Boon Heng,People's Action Party,GE 2006,Jurong GRC,Uncontested,GE,2006
1041,LIM Boon Heng (Bryan),Singapore Democratic Party,GE 2001,Hong Kah GRC,20.3%,GE,2001
1042,LIM Boon Heng (Bryan),Singapore Democratic Party,GE 2015,Marsiling-Yew Tee GRC,31.3%,GE,2015
1043,LIM Chee Onn,People's Action Party,BE 1977,Bukit Merah,72.2%,BE,1977
1044,LIM Chee Onn,People's Action Party,GE 1980,Bukit Merah,Uncontested,GE,1980
1045,LIM Chee Onn,People's Action Party,GE 1984,Bukit Merah,Uncontested,GE,1984
1046,LIM Chee Onn,People's Action Party,GE 1988,Bukit Merah,69.8%,GE,1988
1047,LIM Chee Onn,People's Action Party,GE 1991,Marine Parade GRC,77.2%,GE,1991
1048,LIM Cheng Lock,People's Action Party,GE 1959,River Valley,36.6%,GE,1959
1049,LIM Cheng Lock,People's Action Party,GE 1963,River Valley,56.7%,GE,1963
1050,LIM Cheng Lock,People's Action Party,GE 1968,Kampong Kapor,Uncontested,GE,1968
1051,LIM Cher Kheng,Democratic Party,GE 1955,Changi,45.1%,GE,1955
1052,LIM Cher Kheng,Independent,GE 1959,Changi,22.4%,GE,1959
1053,LIM Chien Sen,Barisan Sosialis,GE 1963,Hong Lim,20.6%,GE,1963
1054,LIM Chin Siong[28 Feb 1933 - 5 Feb 1996],People's Action Party,GE 1955,Bukit Timah,52.5%,GE,1955
1055,LIM Chiu Liang (John Baptist),Workers' Party,GE 1988,Hougang,41.0%,GE,1988
1056,LIM Chiu Liang (John Baptist),Workers' Party,GE 1991,Bedok GRC,38.0%,GE,1991
1057,LIM Chiu Liang (John Baptist),Workers' Party,GE 1997,Pasir Ris GRC,29.1%,GE,1997
1058,LIM Choo Sye,Progressive Party,CC 1952,North,41.3%,CC,1952
1059,LIM Choo Sye,Progressive Party,CC 1953,North,54.8%,CC,1953
1060,LIM Choo Sye,Liberal Socialist Party,CC 1957,Moulmein,57.0%,CC,1957
1061,LIM Choo Ten,Independent,GE 1959,Tampines,6.7%,GE,1959
1062,LIM Choon Mong,Progressive Party,GE 1955,Serangoon,45.8%,GE,1955
1063,LIM Choon Mong,Singapore People's Alliance,GE 1959,Upper Serangoon,43.8%,GE,1959
1064,LIM Choon Mong,Independent,GE 1963,Upper Serangoon,4.9%,GE,1963
1065,"LIM Chuan Hoe, Richard",Independent,GE 1948,Municipal North-East,10.6%,GE,1948
1066,LIM Chuan Geok,Progressive Party,GE 1948,Municipal North-East,8.2%,GE,1948
1067,LIM Chung Min,United People's Party,GE 1963,Stamford,7.1%,GE,1963
1068,"LIM Chun Leng, Michael",People's Action Party,GE 1991,Cheng San GRC,64.1%,GE,1991
1069,"LIM Chun Leng, Michael",People's Action Party,GE 1997,Cheng San GRC,54.8%,GE,1997
1070,"LIM Chun Leng, Michael",People's Action Party,GE 2001,Pasir Ris-Punggol GRC,Uncontested,GE,2001
1071,LIM Chye Seng,Democratic Party,GE 1955,Serangoon,29.8%,GE,1955
1072,LIM Guan Hoo,People's Action Party,BE 1966,Bukit Merah,82.9%,BE,1966
1073,LIM Guan Hoo,People's Action Party,GE 1968,Bukit Merah,Uncontested,GE,1968
1074,LIM Guan Hoo,People's Action Party,GE 1972,Bukit Merah,69.3%,GE,1972
1075,LIM Guan Hoo,People's Action Party,GE 1976,Bukit Merah,76.4%,GE,1976
1076,LIM Hng Kiang,People's Action Party,GE 1991,Tanjong Pagar GRC,Uncontested,GE,1991
1077,LIM Hng Kiang,People's Action Party,GE 1997,West Coast GRC,70.1%,GE,1997
1078,LIM Hng Kiang,People's Action Party,GE 2001,West Coast GRC,Uncontested,GE,2001
1079,LIM Hng Kiang,People's Action Party,GE 2006,West Coast GRC,Uncontested,GE,2006
1080,LIM Hng Kiang,People's Action Party,GE 2011,West Coast GRC,66.6%,GE,2011
1081,LIM Hng Kiang,People's Action Party,GE 2015,West Coast GRC,78.6%,GE,2015
1082,LIM Hock Thiam,Barisan Sosialis,GE 1963,Kampong Kapor,38.1%,GE,1963
1083,LIM Huan Boon,Barisan Sosialis,GE 1963,Bukit Merah,42.8%,GE,1963
1084,LIM Huan Seng,Labour Front,CC 1957,Tiong Bahru,48.0,CC,1957
1085,LIM Huan Seng,Independent,GE 1959,Tiong Bahru,4.5%,GE,1959
1086,LIM Jew Kan,Singapore Alliance,GE 1963,Tampines,5.3%,GE,1963
1087,LIM Kang Chew,Workers' Party,GE 1972,Aljunied,24.2%,GE,1972
1088,LIM Kang Chew,Workers' Party,GE 1976,Aljunied,25.1%,GE,1976
1089,LIM Kang Chew,Workers' Party,GE 1980,Henderson,22.6%,GE,1980
1090,LIM Kia Joo,United National Front,GE 1972,Upper Serangoon,22.3%,GE,1972
1091,LIM Kian Lee,Progressive Party,GE 1955,Kampong Kapor,6.2%,GE,1955
1092,LIM Kim Hian,People's Action Party,GE 1963,Chua Chu Kang,31.5%,GE,1963
1093,LIM Kim Kee,Progressive Party,GE 1955,Sembawang,36.8%,GE,1955
1094,LIM Kim San[30 Nov 1916 - 20 Jul 2006],People's Action Party,GE 1963,Cairnhill,66.5%,GE,1963
1095,LIM Kim San[30 Nov 1916 - 20 Jul 2006],People's Action Party,GE 1968,Cairnhill,Uncontested,GE,1968
1096,LIM Kim San[30 Nov 1916 - 20 Jul 2006],People's Action Party,GE 1972,Cairnhill,80.9%,GE,1972
1097,LIM Kim San[30 Nov 1916 - 20 Jul 2006],People's Action Party,GE 1976,Cairnhill,68.2%,GE,1976
1098,LIM Koon Teck,Progressive Party,MC Apr 1949,City,16.9%,MC Apr,1949
1099,LIM Koon Teck,Progressive Party,GE 1955,Paya Lebar,52.1%,GE,1955
1100,LIM Koon Teck,Singapore Alliance,GE 1963,Aljunied,11.0%,GE,1963
1101,LIM Lye Soon,Workers' Party,GE 1988,Tiong Bahru GRC,42.2%,GE,1988
1102,"LIM Peng Ann, Raymond",National Solidarity Party,GE 2011,Tampines GRC,42.8%,GE,2011
1103,LIM Peng Kang,United People's Party,GE 1963,Tanjong Pagar,4.4%,GE,1963
1104,"LIM Peng Yong, Jeffrey",Singapore Democratic Alliance,GE 2011,Pasir Ris-Punggol GRC,35.2%,GE,2011
1105,"LIM Seck Tiong, Peter",Progressive Party,GE 1955,Tanjong Pagar,11.8%,GE,1955
1106,LIM Seow Chuan (Johnny),Labour Front,GE 1955,Tanglin,18.8%,GE,1955
1107,LIM Ser Puan,Labour Front,CC 1958,Kallang,43.4%,CC,1958
1108,LIM Ser Puan,Singapore Alliance,GE 1963,Havelock,4.5%,GE,1963
1109,LIM Siak Guan,Singapore People's Alliance,GE 1959,Bukit Panjang,13.1%,GE,1959
1110,LIM Siak Guan,Independent,GE 1963,Nee Soon,1.1%,GE,1963
1111,"LIM Siang Keat, Raymond",People's Action Party,GE 2001,East Coast GRC,Uncontested,GE,2001
1112,"LIM Siang Keat, Raymond",People's Action Party,GE 2006,East Coast GRC,63.9%,GE,2006
1113,"LIM Siang Keat, Raymond",People's Action Party,GE 2011,East Coast GRC,54.8%,GE,2011
1114,LIM Siew Chuan (Alan),Labour Front,CC 1957,Tanglin,23.8%,CC,1957
1115,LIM Siew Ek,Malayan Chinese Association,GE 1955,Serangoon,24.4%,GE,1955
1116,LIM Siew Lay,Liberal Socialist Party,CC 1957,Tanjong Pagar,28.1%,CC,1957
1117,LIM Soo Peng,People's Action Party,BE 1967,Havelock,Uncontested,BE,1967
1118,LIM Soo Peng,People's Action Party,GE 1968,Havelock,Uncontested,GE,1968
1119,"LIM Swee Lian, Sylvia",Workers' Party,GE 2006,Aljunied GRC,43.9%,GE,2006
1120,"LIM Swee Lian, Sylvia",Workers' Party,GE 2011,Aljunied GRC,54.7%,GE,2011
1121,"LIM Swee Lian, Sylvia",Workers' Party,GE 2015,Aljunied GRC,51.0%,GE,2015
